HomeTeam,VisitorTeam,VisitorPointsScoredAverage,VisitorScheduleStrength,VisitorPointsAllowedAverage,HomePointsScoredAverage,HomeScheduleStrength,HomePointsAllowedAverage,HomeTeamGameScore,VisitorTeamGameScore,Spread,HomeTeamBeatSpread
Baltimore,Houston,26.7,18.996,26.2,21.3,19.338,17.1,23,16,-7.5,L
Dallas,Washington,23.45454545,22.02727273,25.09090909,22.54545455,19.90727273,24.54545455,38,14,1,W
Baltimore,Detroit,26.72727273,20.60727273,24,21.45454545,18.82636364,17,44,20,-2.5,W
Chicago,SanFrancisco,17,19.98636364,25.81818182,16.09090909,23.42636364,22.90909091,14,15,-3.5,L
Atlanta,Minnesota,24.63636364,20.31181818,17.72727273,24.09090909,20.28272727,20.90909091,9,14,-3,L
Buffalo,NewEngland,29.54545455,19.78272727,20,20.36363636,20.28090909,23.63636364,3,23,8.5,L
Miami,Denver,17.90909091,21.17090909,25.45454545,15.81818182,21.81636364,26.27272727,35,9,1.5,W
Tennessee,Houston,25.72727273,19.53818182,25.90909091,22,18.15545455,24.45454545,24,13,-6.5,W
Jacksonville,Indianapolis,17.72727273,18.22363636,27.27272727,24.45454545,18.66636364,15.27272727,30,10,-9.5,W
GreenBay,TampaBay,20.27272727,20.46363636,23.81818182,21.09090909,21.64181818,23.72727273,26,20,0,W
NewYorkJets,KansasCity,24.72727273,21.52636364,21.45454545,20.72727273,19.02727273,23.36363636,38,31,3.5,W
NewOrleans,Carolina,22.54545455,20.58181818,17.90909091,29.27272727,21.22181818,20.18181818,31,21,-4,W
SanDiego,Cleveland,15.09090909,19.83,26.27272727,22.63636364,20.46181818,18.36363636,19,10,-14,L
Arizona,StLouis,29.90909091,19.26454545,18.72727273,18.45454545,19.21454545,25.27272727,16,32,7,L
Oakland,NewYorkGiants,15.63636364,20.61181818,24.27272727,20.45454545,19.66727273,23.72727273,24,17,-9,L
Seattle,Philadelphia,31.90909091,18.38272727,17.36363636,24.18181818,17.56,19.27272727,24,10,4,W
Cincinnati,Pittsburgh,23.45454545,19.27363636,17.54545455,18.09090909,17.73181818,19.54545455,20,23,5,W
Atlanta,NewOrleans,29.41666667,21.06333333,20.25,22.83333333,20.8225,20.33333333,20,17,-2.5,W
TampaBay,Detroit,26.16666667,21.0025,25.66666667,20.25,20.9275,24,21,24,1,L
Cincinnati,Chicago,15.91666667,22.08,22.25,18.25,18.30583333,19.83333333,7,33,-6.5,L
Buffalo,Indianapolis,17.08333333,19.18166667,27.5,18.91666667,20.82833333,23.58333333,13,7,-3.5,L
Jacksonville,Seattle,24.16666667,17.99333333,18.5,24.91666667,18.05083333,14.83333333,30,24,-2.5,W
KansasCity,Oakland,20.75,18.99,23.16666667,25.25,20.84916667,22.83333333,26,15,-4,W
Carolina,Minnesota,23.75,20.44833333,17,22.41666667,21.25,19,31,24,2.5,W
Cleveland,GreenBay,21.5,21.25416667,23.41666667,14.66666667,20.32166667,25.66666667,21,27,3.5,L
Houston,SanFrancisco,16.83333333,19.72333333,24.83333333,24.66666667,20.00166667,25.75,16,26,-2.5,L
SanDiego,Washington,22.66666667,22.10333333,26.16666667,22.33333333,19.11916667,17.66666667,30,13,-6,W
Denver,NewYorkJets,22.16666667,19.25,24,17.16666667,20.75583333,26.25,23,0,1,W
Arizona,Tennessee,22.16666667,18.34333333,23.5,18.25,19.51333333,25.83333333,12,7,3,W
StLouis,Philadelphia,30.08333333,18.61333333,17.91666667,30.08333333,19.26166667,18.5,35,43,-2.5,L
NewYorkGiants,Dallas,23.83333333,19.14916667,23.66666667,15.75,20.8025,24.25,10,30,4,L
Pittsburgh,Baltimore,23.33333333,19.07083333,17.25,23.41666667,19.38916667,17.75,39,38,-5.5,L
Miami,NewEngland,29,19.67916667,18.58333333,17.41666667,21.31833333,24.83333333,27,20,11,W
Indianapolis,Denver,17.61538462,19.99461538,24.23076923,16.30769231,18.98461538,26.38461538,13,25,2.5,L
Detroit,Chicago,17.23076923,21.98923077,21.07692308,26,21.10384615,25.30769231,20,10,-5.5,W
KansasCity,SanDiego,22.92307692,19.19769231,17.30769231,25.30769231,20.27076923,22.23076923,30,13,1,W
NewYorkGiants,Philadelphia,31.07692308,19.74230769,19.23076923,15.30769231,21.05153846,24.69230769,29,34,7.5,W
Carolina,GreenBay,21.92307692,20.64153846,23.23076923,23.07692308,21.58692308,19.38461538,31,24,-3,W
Minnesota,Cincinnati,17.38461538,17.94846154,20.84615385,23.76923077,21.15230769,18.07692308,34,7,-10.5,W
Buffalo,Miami,18.15384615,21.31230769,24.46153846,18.46153846,19.59153846,22.30769231,24,16,-3.5,W
Jacksonville,Houston,24,18.84923077,25.76923077,25.30769231,17.94307692,15.53846154,45,7,-10.5,W
NewOrleans,NewYorkJets,20.46153846,19.40230769,23.92307692,28.46153846,21.64923077,20.23076923,31,19,-16,L
Washington,Arizona,17.76923077,19.40230769,24.38461538,21.92307692,22.59307692,26.46153846,20,15,-4,W
Cleveland,Baltimore,24.46153846,19.64769231,18.92307692,15.15384615,19.52846154,25.76923077,10,27,7,L
Seattle,StLouis,30.46153846,19.75076923,20.38461538,24.15384615,18.83153846,19.38461538,7,42,-2,L
Pittsburgh,NewEngland,28.30769231,19.76615385,19.23076923,24.61538462,19.32230769,19.30769231,24,27,3,L
SanFrancisco,Tennessee,21,17.94230769,22.61538462,17.53846154,19.95153846,24.15384615,25,23,-2,L
Oakland,Dallas,24.30769231,19.33538462,22.61538462,20.30769231,19.44,23.38461538,17,20,3,L
TampaBay,Atlanta,22.61538462,21.14307692,20.07692308,20.30769231,20.81384615,24,21,24,6,W
Baltimore,Indianapolis,16.07142857,18.50857143,26.28571429,24.64285714,18.81642857,18.28571429,23,16,-13.5,L
GreenBay,Minnesota,24.5,20.67928571,17.28571429,22.07142857,20.92785714,23.78571429,0,16,9,L
Cincinnati,Detroit,25.57142857,20.665,24.21428571,16.64285714,18.52071429,21.78571429,26,17,4.5,W
NewYorkJets,SanDiego,22.21428571,20.03714286,18.21428571,20.35714286,20.35,24.42857143,7,14,6.5,L
Tennessee,StLouis,31.28571429,19.94071429,19.42857143,21.14285714,17.275,22.78571429,23,27,6.5,W
Chicago,Cleveland,14.78571429,19.53,25.85714286,16.71428571,22.21785714,21,20,3,-6.5,W
Carolina,TampaBay,20.35714286,21.01785714,24,23.64285714,21.525,19.71428571,22,19,-10,L
NewOrleans,Atlanta,22.71428571,21.105,20.14285714,28.64285714,21.19,20.14285714,23,13,-5,W
Washington,Denver,18.14285714,19.52142857,23.42857143,21.78571429,22.07071429,25.64285714,27,11,-3.5,W
KansasCity,Miami,18,21.35428571,24.42857143,25.64285714,20.25214286,21.57142857,29,13,-10.5,W
NewEngland,Buffalo,18.85714286,19.27357143,21.85714286,28.21428571,20.33214286,19.57142857,37,16,-12,W
SanFrancisco,Jacksonville,26.71428571,17.12571429,14.92857143,18.07142857,19.25571429,24.07142857,44,33,4.5,W
Arizona,NewYorkGiants,16.28571429,21.50214286,25.35714286,17.57142857,19.56214286,24.07142857,23,0,-3.5,W
Dallas,Seattle,22.92857143,19.10571429,21,24,19.63785714,22.21428571,12,21,-5,L
Houston,Pittsburgh,24.57142857,19.80857143,19.85714286,22.78571429,19.345,27.14285714,6,34,9.5,L
Philadelphia,Oakland,20.07142857,19.74857143,23.14285714,31.28571429,19.595,19.92857143,19,10,-9,L
KansasCity,Tennessee,20.875,17.84,22.25,25.9375,19.561875,21.1875,21,22,-8,L
StLouis,Atlanta,22.0625,21.5525,19.6875,29.875,19.871875,20.5625,13,26,-6,L
Jacksonville,Buffalo,18.875,20.06,22.4375,26.0625,17.6975,16.75,10,3,-7.5,L
NewOrleans,Carolina,22.6875,21.535,19.8125,28,21.026875,20.375,31,26,-6,L
Philadelphia,Atlanta,22.29411765,21.75764706,19.29411765,28.5625,19.52625,18.4375,15,10,2.5,W
NewEngland,Tennessee,20.94117647,18.34294118,22.17647059,28.625,19.18125,18.5,35,14,-13.5,W
Pittsburgh,Jacksonville,25.11764706,17.53588235,15.94117647,25.375,18.94125,19.25,42,45,-7.5,L
Minnesota,NewOrleans,28.17647059,21.04294118,20.70588235,23.875,20.26,15.75,29,24,-4,W
NewEngland,Jacksonville,26.22222222,18.01111111,17.38888889,29,18.91294118,18.23529412,24,20,-9,L
Philadelphia,Minnesota,24.17647059,20.36941176,16.23529412,27.76470588,19.69705882,17.94117647,38,7,3.5,W
NewEngland,Indianapolis,23.5,20.655,25,23.75,19.135,21,38,24,-10.5,W
Cleveland,Baltimore,30.75,19.15,16.25,25.5,19.2825,26,12,9,3,W
KansasCity,Jacksonville,22,18.0925,14,36.25,20.835,28.75,30,14,-3,W
Buffalo,Tennessee,18.75,20.295,18.25,12.5,23.1625,26.5,13,12,3.5,W
Carolina,NewYorkGiants,18.25,20.87,23.75,23.66666667,19.66333333,20,33,31,-7,L
NewYorkJets,Denver,21,20.165,24.25,22.25,19.95,22.25,34,16,-1,W
Pittsburgh,Atlanta,29,21.07,30.5,25.5,20.765,29,41,17,-3.5,W
Detroit,GreenBay,23,18.17,20.75,23.5,19.4725,28.5,31,23,1.5,W
Cincinnati,Miami,20.5,19.3125,22.5,31.5,23.0275,28.25,27,17,-6.5,W
SanDiego,Oakland,24.25,19.445,30.75,27.75,21.1775,30,26,10,-5.5,W
SanFrancisco,Arizona,9.25,20.9325,23.5,25,21.9925,29.5,18,28,-4,L
Philadelphia,Minnesota,22.5,20.5925,27.5,20.5,19.37,20.25,21,23,-3.5,L
Seattle,StLouis,35,16.1725,16.75,21.25,19.5625,20.25,31,33,7,W
Houston,Dallas,16.75,19.4525,19.25,24,21.175,27,19,16,-3.5,L
NewYorkGiants,Philadelphia,20.6,18.35,20.8,20.8,21.796,25.6,13,34,3,L
Minnesota,Arizona,13,20.368,22.4,22.6,20.89,26.2,27,17,-10.5,L
Cleveland,SanDiego,27.4,19.208,26,22.8,20.44,22.6,14,38,1,L
Miami,Chicago,27.75,18.5525,16.25,19.8,20.564,23.4,31,28,7,W
Washington,Carolina,26,17.7475,22.75,20.75,19.4375,21.75,23,17,0,W
NewYorkJets,Indianapolis,23.6,21.478,27.6,24.6,19.124,21,42,34,-2.5,W
Cincinnati,Pittsburgh,28.6,20.226,26.6,30.6,20.566,26,21,28,-2,L
Atlanta,TampaBay,28,22.5575,34.75,26.6,21.722,32.6,34,29,-3.5,W
Houston,Buffalo,12.6,21.842,23.6,23,20.17,24.8,20,13,-10,L
Denver,StLouis,34.6,18.296,19.6,20,20.218,26.2,20,23,7,W
Dallas,Jacksonville,20.4,20.412,17.2,16.6,20.082,19.2,40,7,3,W
Tennessee,Baltimore,26.4,19.632,15.4,17.4,19.718,17.2,0,21,2.5,L
NewEngland,KansasCity,35,20.486,25.8,26.6,18.35,21.6,43,40,-3.5,L
GreenBay,SanFrancisco,23.6,20.808,29.2,23,18.744,22.8,33,30,-9.5,L
Arizona,Denver,20,21.11833333,25.66666667,13.66666667,21.35,23.16666667,10,45,1.5,W
Chicago,NewEngland,29.33333333,18.52666667,24.66666667,27.8,19.18,19.2,31,38,3.5,L
TampaBay,Cleveland,21.33333333,20.615,25.16666667,28.2,22.988,34.6,26,23,-3.5,L
Miami,Detroit,25,19.982,27.4,21.66666667,19.52833333,24.16666667,21,32,3,L
Philadelphia,Carolina,24.2,18.866,22.8,22.83333333,18.10166667,19.5,17,21,-4.5,L
Indianapolis,Buffalo,12.66666667,22.14666667,23,25.33333333,21.85333333,30,37,5,-7.5,W
KansasCity,Cincinnati,29,20.835,26.33333333,35.83333333,21.75,28.66666667,45,10,-6,W
NewYorkJets,Minnesota,23.33333333,19.63666667,24.66666667,27.5,17.58333333,23.16666667,17,37,3.5,L
Jacksonville,Houston,22.5,18.81666667,22.83333333,18.16666667,20.58333333,21,7,20,-4.5,L
Baltimore,NewOrleans,36,17.056,28,25.5,19.415,12.83333333,23,24,-2.5,L
Washington,Dallas,20.5,19.34666667,17.16666667,21.2,18.986,20.8,20,17,-1,W
SanFrancisco,StLouis,32.66666667,18.90666667,19.66666667,24.66666667,21.64333333,29.83333333,10,39,10,L
Atlanta,NewYorkGiants,19.5,21.27666667,27,27.83333333,20.68166667,32,23,20,-4.5,L
Houston,Miami,21.57142857,18.82,25.28571429,22.14285714,19.14428571,20.57142857,42,23,-7.5,W
Pittsburgh,Cleveland,21.57142857,20.38714286,25.28571429,28.5,20.49666667,25.66666667,33,18,-8,W
KansasCity,Denver,23.57142857,20.30285714,23.42857143,37.14285714,21.01,26,30,23,-10,L
Chicago,NewYorkJets,26,18.31428571,25.14285714,28.33333333,19.14,22.33333333,24,10,-7,W
NewYorkGiants,Washington,21,19.245,20.16666667,19.57142857,21.56285714,27.71428571,13,20,1,L
Detroit,Seattle,23.83333333,19.78833333,19.5,26.16666667,19.46833333,26.33333333,14,28,-3,L
Cincinnati,TampaBay,27.83333333,21.08166667,32.66666667,26.28571429,22.12,29,37,34,-4.5,L
Carolina,Baltimore,25.14285714,19.52142857,14.42857143,23.66666667,19.72166667,21.83333333,36,21,2,W
Oakland,Indianapolis,27,20.11428571,26.42857143,18.33333333,21.075,29.33333333,28,42,3,L
Arizona,SanFrancisco,22.57142857,22.24142857,31.14285714,13.14285714,20.78714286,26.28571429,18,15,0,W
StLouis,GreenBay,24.66666667,18.005,24,33.57142857,19.14285714,18.28571429,29,27,-9,L
Minnesota,NewOrleans,34,18.95,27.16666667,25.28571429,18.90857143,23.57142857,20,30,0,L
Buffalo,NewEngland,30.57142857,19.75285714,25.57142857,11.57142857,22.36142857,25,6,25,14,L
Minnesota,Detroit,24.42857143,19.50857143,26.57142857,24.625,19.31625,24.375,24,9,-5,W
Cleveland,KansasCity,36.25,20.4175,25.625,21.125,20.89,26.25,21,37,8.5,L
Baltimore,Pittsburgh,29.14285714,19.12571429,24.57142857,24.625,20.30375,17.125,16,23,-3,L
Carolina,TampaBay,28.71428571,21.42,33.28571429,25.42857143,20.09714286,21.71428571,42,28,-6.5,W
Miami,NewYorkJets,24,18.6725,25,21.75,19.22625,27.375,13,6,-3,W
Washington,Atlanta,27.14285714,19.96,30.28571429,20.85714286,19.65428571,19.14285714,14,38,-1.5,L
Buffalo,Chicago,27.71428571,18.60285714,20.57142857,10.875,22.3375,25,9,41,10,L
Denver,Houston,24.625,18.4425,20.875,23.5,21.16125,24.25,17,19,-1,L
Seattle,SanDiego,27.85714286,18.01571429,23.28571429,24.42857143,20.05142857,18.71428571,17,25,-2,L
NewOrleans,StLouis,33,18.81625,19.375,33.42857143,19.58285714,26.14285714,45,35,0,W
NewEngland,GreenBay,25,19.45428571,24.71428571,29.875,19.2575,23.125,31,17,-5.5,W
Dallas,Tennessee,15.14285714,19.52857143,18.14285714,20,20.52,17.57142857,14,28,-5,L
Pittsburgh,Carolina,27.5,19.22125,22.5,28.375,20.15375,23.5,52,21,-4,W
NewYorkJets,Buffalo,10.66666667,22.31777778,26.77777778,22,18.77555556,23.66666667,10,41,-7.5,L
Cleveland,Atlanta,28.5,20.41875,28.25,21.11111111,21.26777778,27.44444444,28,16,4,W
Cincinnati,NewOrleans,34.875,20.0925,27.25,27.625,21.69375,29.625,14,51,4.5,L
TampaBay,Washington,20,19.47125,21.5,28.625,22.63875,34.375,3,16,-3,L
Tennessee,NewEngland,30,19.18555556,22.44444444,16.75,20.015,17.625,34,10,6.5,W
GreenBay,Miami,20.77777778,18.60888889,25,24,20.47625,25.5,31,12,-9.5,W
Indianapolis,Jacksonville,16.75,20.58375,21.25,28.875,19.19625,26.625,29,26,-2.5,W
Chicago,Detroit,22.5,19.995,26.25,29.375,18.0275,19.125,34,22,-6.5,W
KansasCity,Arizona,13.75,19.97625,24.875,36.33333333,20.40444444,25.11111111,26,14,-16.5,L
Oakland,SanDiego,27.5,18.8675,22.5,17.625,20.13375,31.5,6,20,10,L
StLouis,Seattle,23.5,19.58875,19.5,33.22222222,19.81111111,22.22222222,36,31,-9.5,L
Philadelphia,Dallas,19.25,19.55875,18.875,22.25,19.45875,19.5,20,27,-6.5,L
SanFrancisco,NewYorkGiants,18.75,21.49875,26.75,23,19.84111111,26.55555556,23,27,-3,L
Seattle,GreenBay,24.77777778,19.73333333,24,24.33333333,20.76666667,21.33333333,27,24,-2.5,W
Detroit,Carolina,26.77777778,20.03222222,25.77777778,22.44444444,20.11111111,27.11111111,20,19,4,W
Atlanta,Dallas,20.11111111,20.28444444,19,27.11111111,20.19555556,28.22222222,19,22,-3.5,L
Baltimore,Cincinnati,26.11111111,21.57111111,32,23.66666667,21.51777778,17.77777778,24,21,-6.5,L
Chicago,Minnesota,24.55555556,18.92111111,22.66666667,29.88888889,17.32222222,19.44444444,25,20,-2.5,W
NewOrleans,Philadelphia,22,19.16444444,20.33333333,36.66666667,20.25,25.77777778,48,7,-8.5,W
Indianapolis,Tennessee,18.66666667,20.32222222,16.77777778,28.88888889,18.33777778,26.55555556,38,10,-2,W
Washington,Houston,24,19.03333333,20.44444444,19.55555556,19.50777778,19.44444444,21,23,3,W
NewYorkGiants,TampaBay,25.77777778,21.92222222,32.33333333,19.66666667,21.16666667,26.33333333,38,35,-1.5,W
SanDiego,Denver,22.77777778,20.21222222,23.66666667,26.66666667,18.99222222,20.66666667,22,23,-7,L
Arizona,Oakland,16.33333333,20.37777778,30.22222222,13.77777778,21.04555556,25,21,23,-4.5,L
Jacksonville,Pittsburgh,31,20.02888889,23.22222222,17.77777778,20.54555556,22.11111111,16,20,5.5,W
StLouis,KansasCity,35.3,19.383,24,33.5,19.996,23.1,54,51,-3.5,L
Detroit,Chicago,29.4,17.483,19.5,22.2,20.049,26.3,16,23,3,L
Dallas,Washington,19.7,19.621,19.8,20.3,20.229,19,31,23,-7.5,W
NewOrleans,Atlanta,26.3,19.967,27.6,37.8,19.946,23.9,31,17,-13,W
Buffalo,Jacksonville,17.6,20.816,21.9,13.7,21.587,25.1,24,21,3.5,W
Baltimore,Oakland,17,20.075,29.3,23.7,20.88,18.1,34,17,-11,W
TampaBay,SanFrancisco,23,19.222,26.6,26.7,21.558,32.9,27,9,-3.5,W
Philadelphia,NewYorkGiants,21.5,20.315,27.2,20.5,20.207,23.1,25,22,-5.5,L
Cincinnati,Cleveland,21.8,21.037,26.3,25.6,22.16,31.2,20,35,-1.5,L
NewYorkJets,NewEngland,28,19.904,23.6,20.8,18.352,25.4,13,27,10.5,L
Carolina,Seattle,24.6,20.786,21.6,26,19.892,25.2,27,30,-3.5,L
Indianapolis,Miami,19.9,18.421,25.6,29.8,18.118,24.9,27,24,-8.5,L
SanDiego,Arizona,14.5,20.026,24.8,26.2,18.732,20.9,45,10,-13,W
Denver,Pittsburgh,29.9,19.912,22.5,22.8,20.868,23.5,24,17,3.5,W
Minnesota,GreenBay,24.7,20.302,24.3,24.1,19.564,22.9,24,17,-3.5,W
Houston,Tennessee,17.8,20.557,18.9,23.9,19.461,20.5,34,17,-6.5,W
Dallas,NewOrleans,37.18181818,19.77909091,23.27272727,21.27272727,19.80636364,19.36363636,13,10,7.5,W
Jacksonville,Indianapolis,29.54545455,17.44454545,24.81818182,17.90909091,20.47090909,22.09090909,6,0,4,W
Pittsburgh,SanDiego,27.90909091,18.01090909,19.90909091,28.72727273,20.33818182,22.63636364,30,33,-3.5,L
TampaBay,Carolina,26.09090909,19.75272727,25.63636364,26.72727273,20.63545455,30.72727273,24,17,3.5,W
Atlanta,Baltimore,24.63636364,19.58636364,18,25.45454545,20.95,27.90909091,10,26,-1,L
Houston,Cleveland,23,20.80363636,25.72727273,24.81818182,19.23545455,20.18181818,29,13,-6,W
Miami,Buffalo,14.63636364,21.27727273,24.72727273,20.27272727,18.74272727,25.72727273,21,17,-4.5,L
NewYorkGiants,Chicago,28.81818182,17.77181818,19.18181818,21.54545455,20.51090909,27,30,27,4,W
Cincinnati,Denver,22.90909091,21.13363636,22.90909091,25.09090909,21.51454545,31.54545455,10,24,5,L
Detroit,StLouis,35.36363636,20.54909091,25.63636364,21.63636364,20.10909091,26,16,30,10,L
GreenBay,Arizona,14.09090909,20.62363636,26.63636364,24,20.72909091,24.27272727,17,20,-14,L
Oakland,KansasCity,36.72727273,20.33363636,26.72727273,17,20.86909091,29.81818182,33,40,15,W
Tennessee,NewYorkJets,20.09090909,18.90909091,25.54545455,17.72727273,21.17090909,20.27272727,26,22,-8,L
NewEngland,Minnesota,24.09090909,19.28090909,22.36363636,27.90909091,19.47363636,22.63636364,24,10,-5.5,W
Seattle,SanFrancisco,21.72727273,19.13363636,26.63636364,25.09090909,21.15545455,22.09090909,43,16,-10,W
Philadelphia,Washington,20,20.04,20.81818182,20.90909091,19.62636364,23,28,13,-6.5,W
Tennessee,Jacksonville,16.91666667,20.37,20.25,18.41666667,20.68666667,20.41666667,30,9,-4.5,W
KansasCity,Baltimore,24.75,19.36916667,17.83333333,37,20.17416667,27.25,27,24,-6.5,L
Houston,Indianapolis,27.08333333,17.89166667,23.25,25.16666667,19.09333333,19.58333333,21,24,-4.5,L
Cleveland,Carolina,25.33333333,19.86083333,25.5,22.16666667,21.29583333,26,26,20,1,W
GreenBay,Atlanta,24.66666667,20.75333333,27.75,23.41666667,19.64833333,23.91666667,34,20,-5.5,W
TampaBay,NewOrleans,34.91666667,19.5925,22.41666667,26.5,19.94666667,29.58333333,14,28,8,L
Buffalo,NewYorkJets,20.25,19.08333333,25.58333333,14.83333333,21.045,24.41666667,23,27,-3.5,L
Miami,NewEngland,27.58333333,19.29333333,21.58333333,20.33333333,17.99,25,34,33,7.5,W
Chicago,StLouis,34.91666667,20.5625,24.83333333,28.66666667,17.9925,20.08333333,15,6,3,W
Washington,NewYorkGiants,22.25,20.28833333,27,19.41666667,20.34833333,21.41666667,16,40,3.5,L
SanFrancisco,Denver,23,21.1525,21.83333333,21.25,19.93666667,28,20,14,4.5,W
SanDiego,Cincinnati,23.83333333,21.04833333,30.91666667,28.33333333,18.93583333,20.75,26,21,-14,L
Arizona,Detroit,21.16666667,20.29333333,26.33333333,14.58333333,20.69833333,25.83333333,3,17,2.5,L
Dallas,Philadelphia,21.5,19.28083333,22.16666667,20.58333333,20.30666667,18.58333333,29,23,-3.5,L
Oakland,Pittsburgh,28.83333333,20.4775,23.5,18.33333333,21.36416667,30.66666667,24,21,10.5,W
Seattle,Minnesota,22.91666667,19.74583333,22.5,26.58333333,20.54166667,21.58333333,21,7,-3.5,W
KansasCity,SanDiego,28.15384615,18.44307692,20.76923077,36.23076923,19.87538462,27,28,29,-3.5,L
NewYorkJets,Houston,24.84615385,19.07538462,19.92307692,20.76923077,19.03769231,25.38461538,22,29,6,L
Denver,Cleveland,22.46153846,20.57769231,25.53846154,22.30769231,20.84076923,21.69230769,16,17,-3,L
Minnesota,Miami,21.38461538,18.68230769,25.61538462,21.69230769,20.44461538,22.38461538,41,17,-7,W
Cincinnati,Oakland,18.76923077,21.30692308,29.92307692,23.61538462,21.39846154,30.53846154,30,16,-3,W
Baltimore,TampaBay,25.53846154,20.37461538,29.46153846,24.69230769,19.88846154,18.53846154,20,12,-8.5,L
Indianapolis,Dallas,21.23076923,20.03769231,18.92307692,26.84615385,18.29692308,23.07692308,23,0,-2.5,W
Buffalo,Detroit,20.84615385,20.18461538,24.53846154,15.46153846,20.46769231,24.61538462,14,13,-2.5,L
Chicago,GreenBay,24.23076923,19.25615385,23.61538462,27.61538462,18.68461538,19,24,17,-6,W
NewYorkGiants,Tennessee,19.30769231,20.11307692,19.53846154,23.61538462,20.32230769,26.15384615,0,17,-2.5,L
Jacksonville,Washington,19.15384615,20.07846154,22.84615385,16.30769231,20.65307692,21,13,16,-7,L
Atlanta,Arizona,13.69230769,20.36769231,25.15384615,24.30769231,20.86076923,28.23076923,40,14,-9,W
SanFrancisco,Seattle,26.15384615,20.38692308,20.46153846,21.15384615,19.95230769,26.92307692,26,23,5,W
Pittsburgh,NewEngland,28,19.52384615,22.53846154,28.23076923,19.93769231,23.53846154,17,10,2,W
StLouis,Philadelphia,21.61538462,19.83384615,22.69230769,32.69230769,21.23769231,24.07692308,23,30,-12,L
Carolina,NewOrleans,34.38461538,19.87230769,21.76923077,24.92307692,19.86769231,25.53846154,9,12,6,W
Dallas,TampaBay,24.57142857,21.13928571,28.78571429,19.71428571,20.59357143,19.21428571,27,20,-7,L
NewEngland,Buffalo,15.35714286,20.23571429,23.78571429,26.71428571,20.12928571,22.14285714,24,12,-12.5,L
Carolina,Atlanta,25.42857143,20.07428571,27.21428571,23.78571429,20.30857143,24.57142857,10,24,-2.5,L
Tennessee,Washington,18.92857143,19.88071429,22.14285714,19.14285714,20.16357143,18.14285714,25,16,-10.5,L
Miami,Jacksonville,16.07142857,20.535,20.64285714,21.07142857,19.22714286,26.71428571,7,17,-4.5,L
Indianapolis,NewYorkGiants,21.92857143,20.44642857,25.5,26.57142857,18.46428571,21.42857143,28,27,-9.5,L
Philadelphia,Houston,25.14285714,19.03428571,20.07142857,22.21428571,20.30428571,22.71428571,32,30,-1.5,W
Detroit,Minnesota,23.07142857,19.75142857,22,20.28571429,19.66357143,23.78571429,9,27,5.5,L
NewYorkJets,GreenBay,23.71428571,19.70428571,23.64285714,20.85714286,19.205,25.64285714,38,44,0,L
Cleveland,Cincinnati,24.07142857,20.75,29.5,22.07142857,20.89857143,24.85714286,26,18,-7.5,W
Arizona,StLouis,32,20.87928571,24.5,13.71428571,20.35357143,26.21428571,9,31,14,W
SanDiego,Baltimore,24.35714286,19.83214286,18.07142857,28.21428571,19.21142857,21.28571429,10,22,-4.5,L
SanFrancisco,Chicago,27.35714286,18.20071429,18.85714286,21.5,19.47857143,26.64285714,9,14,4,L
NewOrleans,Pittsburgh,27.42857143,20.11285714,22.57142857,32.78571429,20.14428571,20.85714286,31,28,-6,L
Seattle,KansasCity,35.64285714,19.92357143,27.14285714,25.92857143,19.94357143,20.85714286,38,31,2.5,L
Oakland,Denver,21.85714286,20.31785714,21.35714286,18.57142857,21.07285714,29.92857143,27,14,2.5,W
Houston,Indianapolis,27.0625,18.614375,21.5,25.125,19.014375,19.75,7,21,-2,L
Dallas,Seattle,26.75,19.506875,21.6875,21.1875,20.36,20.25,24,22,-1.5,W
Baltimore,SanDiego,26.75,19.44,20.5625,24.3125,19.954375,17.9375,17,23,-2.5,L
Chicago,Philadelphia,22.9375,20.255,21.75,26.3125,18.5925,17.6875,15,16,-6,L
KansasCity,Indianapolis,26.70588235,18.91705882,20.64705882,35.3125,19.720625,26.3125,31,13,-5.5,W
StLouis,Dallas,21.35294118,20.66117647,20.35294118,32.9375,19.87,24,30,22,-7,W
NewEngland,SanDiego,26.52941176,19.76352941,20.35294118,27.25,18.826875,20.3125,41,28,-4.5,W
NewOrleans,Philadelphia,22.52941176,20.64588235,21.35294118,31.5,20.66,22.0625,20,14,-8.5,L
NewOrleans,StLouis,32.76470588,19.88352941,23.88235294,30.82352941,20.45823529,21.58823529,23,26,-3.5,L
KansasCity,NewEngland,28.05882353,18.98176471,20.76470588,35.05882353,19.72823529,25.52941176,31,37,-3,L
